student_id,age,gender,major,year,region
131,21,Male,Mechanical Engineering,3,Gujarat
132,25,Male,Biology,2,Madhya Pradesh
133,24,Female,Environmental Science,4,West Bengal
134,23,Female,Economics,1,Karnataka
135,19,Male,Mechanical Engineering,1,Gujarat
136,25,Female,Electrical Engineering,4,Madhya Pradesh
137,24,Male,Chemistry,1,Rajasthan
138,25,Female,Environmental Science,1,Tamil Nadu
139,22,Male,Electrical Engineering,4,Madhya Pradesh
140,24,Female,Mathematics,1,Delhi
141,24,Female,Electrical Engineering,2,Madhya Pradesh
142,23,Female,Computer Science,4,Maharashtra
143,18,Female,Mathematics,1,Karnataka
144,20,Male,Civil Engineering,4,Kerala
145,24,Male,Civil Engineering,4,Uttar Pradesh
146,24,Male,Physics,2,Tamil Nadu
147,19,Female,Mechanical Engineering,1,Delhi
148,19,Male,Biology,1,Uttar Pradesh
149,22,Female,Electrical Engineering,2,Uttar Pradesh
150,18,Female,Environmental Science,4,Maharashtra
151,23,Male,Electrical Engineering,2,Rajasthan
152,23,Male,Environmental Science,4,Kerala
153,25,Female,Mechanical Engineering,2,Tamil Nadu
154,19,Female,Chemistry,4,West Bengal
155,23,Male,Mechanical Engineering,1,Uttar Pradesh
156,21,Female,Computer Science,2,Gujarat
157,25,Male,Environmental Science,4,Karnataka
158,22,Male,Computer Science,4,Delhi
159,18,Female,Mathematics,1,Karnataka
160,21,Male,Physics,2,Delhi
161,21,Female,Computer Science,2,Karnataka
162,21,Male,Mathematics,2,Gujarat
163,19,Female,Civil Engineering,3,Gujarat
164,21,Female,Environmental Science,3,West Bengal
165,23,Male,Civil Engineering,3,Maharashtra
166,24,Female,Electrical Engineering,3,Delhi
167,20,Male,Chemistry,2,Delhi
168,25,Female,Electrical Engineering,4,Kerala
169,24,Female,Environmental Science,4,Tamil Nadu
170,24,Male,Environmental Science,3,Tamil Nadu
171,24,Female,Economics,2,Maharashtra
172,19,Female,Mathematics,4,Rajasthan
173,22,Female,Biology,3,Maharashtra
174,18,Female,Biology,4,Madhya Pradesh
175,20,Male,Civil Engineering,3,West Bengal
176,23,Male,Computer Science,3,Kerala
177,20,Male,Environmental Science,1,Uttar Pradesh
178,20,Male,Computer Science,2,Uttar Pradesh
179,25,Male,Environmental Science,4,Kerala
180,23,Male,Computer Science,2,Gujarat
181,21,Female,Mathematics,2,Madhya Pradesh
182,23,Male,Mechanical Engineering,3,Karnataka
183,20,Female,Electrical Engineering,1,Delhi
184,22,Female,Computer Science,1,Tamil Nadu
185,23,Male,Civil Engineering,2,Gujarat
186,20,Male,Civil Engineering,1,Tamil Nadu
187,21,Male,Chemistry,1,Delhi
188,19,Male,Biology,1,Tamil Nadu
189,25,Female,Computer Science,2,Gujarat
190,23,Female,Environmental Science,1,Madhya Pradesh
191,19,Male,Economics,4,Kerala
192,18,Female,Computer Science,4,Tamil Nadu
193,18,Female,Electrical Engineering,3,Rajasthan
194,25,Male,Electrical Engineering,3,Uttar Pradesh
195,21,Male,Environmental Science,1,Delhi
196,20,Female,Environmental Science,4,Maharashtra
197,18,Female,Biology,4,Rajasthan
198,24,Female,Civil Engineering,3,Maharashtra
199,25,Male,Civil Engineering,1,West Bengal
200,25,Male,Economics,4,Maharashtra
201,22,Male,Economics,4,Madhya Pradesh
202,24,Male,Biology,2,Kerala
203,18,Female,Mathematics,3,Kerala
204,24,Male,Mathematics,4,Kerala
205,19,Male,Physics,3,Maharashtra
206,22,Male,Chemistry,1,Kerala
207,18,Female,Computer Science,1,Kerala
208,18,Male,Mechanical Engineering,3,Madhya Pradesh
209,19,Female,Computer Science,4,Maharashtra
210,25,Female,Economics,3,Karnataka
211,25,Female,Environmental Science,1,Rajasthan
212,20,Male,Physics,2,Uttar Pradesh
213,18,Female,Physics,2,Gujarat
214,23,Female,Computer Science,1,Rajasthan
215,19,Female,Mathematics,1,Rajasthan
216,22,Male,Chemistry,1,Rajasthan
217,18,Female,Civil Engineering,1,West Bengal
218,22,Male,Computer Science,3,West Bengal
219,25,Male,Physics,2,Uttar Pradesh
220,18,Male,Mechanical Engineering,3,Tamil Nadu
221,20,Female,Biology,1,Madhya Pradesh
222,20,Male,Biology,3,Tamil Nadu
223,20,Female,Physics,1,Rajasthan
224,21,Male,Biology,4,Gujarat
225,22,Male,Economics,4,West Bengal
226,24,Male,Physics,3,Rajasthan
227,24,Male,Environmental Science,4,Maharashtra
228,20,Male,Mechanical Engineering,2,Delhi
229,18,Female,Electrical Engineering,1,Karnataka
230,18,Female,Biology,3,Tamil Nadu
231,25,Female,Mechanical Engineering,2,West Bengal
232,24,Female,Civil Engineering,1,Kerala
233,21,Female,Biology,3,Uttar Pradesh
234,20,Female,Economics,4,Gujarat
235,20,Female,Civil Engineering,3,Madhya Pradesh
236,20,Female,Computer Science,2,West Bengal
237,21,Male,Mechanical Engineering,3,Gujarat
238,20,Male,Civil Engineering,1,Uttar Pradesh
239,20,Female,Environmental Science,2,Tamil Nadu
240,21,Female,Computer Science,1,Rajasthan
241,24,Female,Environmental Science,3,Madhya Pradesh
242,20,Male,Mathematics,1,Uttar Pradesh
243,23,Female,Computer Science,3,Delhi
244,20,Female,Physics,1,Kerala
245,20,Female,Mechanical Engineering,1,Karnataka
246,23,Male,Economics,2,Madhya Pradesh
247,24,Female,Biology,3,Tamil Nadu
248,25,Male,Electrical Engineering,1,Uttar Pradesh
249,23,Male,Environmental Science,2,Tamil Nadu
250,18,Female,Environmental Science,4,Maharashtra
251,24,Male,Economics,1,Gujarat
252,19,Male,Computer Science,1,Kerala
253,23,Male,Mechanical Engineering,2,West Bengal
254,25,Female,Biology,4,West Bengal
255,24,Female,Environmental Science,2,Gujarat
256,20,Male,Biology,3,Maharashtra
257,18,Female,Biology,4,Rajasthan
258,25,Female,Chemistry,2,Maharashtra
259,23,Male,Civil Engineering,4,Karnataka
260,19,Female,Mechanical Engineering,1,Uttar Pradesh
261,20,Male,Physics,4,Karnataka
262,22,Male,Mathematics,3,West Bengal
263,20,Female,Chemistry,4,Madhya Pradesh
264,24,Male,Mechanical Engineering,3,Rajasthan
265,25,Male,Biology,1,Uttar Pradesh
266,25,Female,Computer Science,4,West Bengal
267,18,Male,Economics,4,Gujarat
268,23,Male,Mathematics,2,Uttar Pradesh
269,19,Female,Chemistry,1,West Bengal
270,20,Female,Biology,3,Kerala
271,20,Male,Chemistry,4,Kerala
272,23,Female,Chemistry,1,Rajasthan
273,19,Male,Computer Science,1,Madhya Pradesh
274,24,Female,Civil Engineering,1,Rajasthan
275,21,Female,Chemistry,2,Tamil Nadu
276,19,Male,Civil Engineering,2,Delhi
277,22,Female,Computer Science,4,West Bengal
278,24,Male,Mathematics,2,West Bengal
279,18,Male,Environmental Science,4,Karnataka
280,19,Male,Civil Engineering,1,Maharashtra
281,24,Male,Biology,1,Karnataka
282,19,Female,Chemistry,1,Maharashtra
283,21,Male,Civil Engineering,3,Kerala
284,23,Male,Mechanical Engineering,2,Madhya Pradesh
285,21,Female,Environmental Science,1,Madhya Pradesh
286,20,Female,Computer Science,4,Madhya Pradesh
287,25,Male,Environmental Science,2,Maharashtra
288,20,Male,Chemistry,1,Rajasthan
289,18,Male,Mathematics,3,Gujarat
290,22,Male,Computer Science,4,West Bengal
291,21,Male,Mathematics,4,West Bengal
292,23,Female,Chemistry,1,Delhi
293,22,Male,Computer Science,2,Uttar Pradesh
294,20,Male,Biology,3,Kerala
295,20,Female,Environmental Science,3,Delhi
296,23,Female,Environmental Science,1,Kerala
297,19,Female,Mathematics,2,Karnataka
298,21,Female,Computer Science,1,Kerala
299,25,Male,Civil Engineering,4,Uttar Pradesh
300,20,Male,Mechanical Engineering,4,Maharashtra
301,22,Male,Civil Engineering,1,Uttar Pradesh
302,23,Male,Chemistry,4,Gujarat
303,20,Male,Physics,4,Maharashtra
304,23,Female,Chemistry,2,Rajasthan
305,23,Female,Civil Engineering,4,Tamil Nadu
306,22,Female,Mathematics,4,Uttar Pradesh
307,19,Female,Chemistry,3,Kerala
308,22,Female,Chemistry,4,Maharashtra
309,22,Female,Mathematics,4,Maharashtra
310,18,Female,Chemistry,3,Madhya Pradesh
311,18,Male,Computer Science,4,West Bengal
312,23,Male,Biology,2,West Bengal
313,25,Female,Mechanical Engineering,3,Gujarat
314,24,Female,Environmental Science,2,Tamil Nadu
315,18,Female,Chemistry,3,Kerala
316,19,Male,Economics,4,Kerala
317,19,Female,Mathematics,2,Delhi
318,25,Male,Environmental Science,4,Uttar Pradesh
319,18,Female,Civil Engineering,2,Maharashtra
320,23,Male,Physics,4,Delhi
321,23,Male,Biology,2,Maharashtra
322,20,Male,Biology,2,Delhi
323,19,Male,Economics,2,Uttar Pradesh
324,24,Female,Electrical Engineering,3,Madhya Pradesh
325,20,Female,Electrical Engineering,3,Maharashtra
326,23,Male,Physics,1,Delhi
327,18,Male,Civil Engineering,4,Karnataka
328,25,Female,Physics,4,Madhya Pradesh
329,19,Female,Mathematics,2,Tamil Nadu
330,23,Female,Environmental Science,4,Madhya Pradesh
331,21,Female,Mathematics,3,Karnataka
332,22,Female,Civil Engineering,1,Tamil Nadu
333,19,Male,Computer Science,3,Karnataka
334,20,Male,Civil Engineering,1,Uttar Pradesh
335,25,Male,Economics,4,West Bengal
336,25,Female,Environmental Science,3,Kerala
337,19,Female,Mechanical Engineering,1,Madhya Pradesh
338,19,Male,Computer Science,3,Delhi
339,19,Male,Chemistry,1,Madhya Pradesh
340,25,Male,Electrical Engineering,3,Tamil Nadu
341,22,Male,Electrical Engineering,2,Kerala
342,18,Male,Economics,4,Gujarat
343,20,Male,Mathematics,3,Maharashtra
344,24,Female,Mechanical Engineering,3,Gujarat
345,19,Female,Economics,1,Rajasthan
346,22,Male,Computer Science,1,Uttar Pradesh
347,24,Male,Mechanical Engineering,2,Maharashtra
348,22,Female,Economics,4,Rajasthan
349,19,Male,Environmental Science,4,Delhi
350,21,Male,Civil Engineering,2,Delhi
351,19,Male,Environmental Science,2,Gujarat
352,21,Female,Environmental Science,3,Karnataka
353,24,Female,Mechanical Engineering,2,Karnataka
354,23,Female,Environmental Science,1,Karnataka
355,18,Male,Civil Engineering,1,Maharashtra
356,21,Female,Computer Science,2,Maharashtra
357,19,Male,Electrical Engineering,2,Tamil Nadu
358,23,Male,Mechanical Engineering,1,Gujarat
359,21,Female,Environmental Science,4,Karnataka
360,22,Male,Physics,4,Tamil Nadu
361,19,Male,Economics,1,Uttar Pradesh
362,18,Female,Economics,1,Delhi
363,25,Male,Environmental Science,2,Rajasthan
364,23,Female,Mechanical Engineering,1,Tamil Nadu
365,25,Male,Mathematics,3,Kerala
366,24,Female,Chemistry,3,Uttar Pradesh
367,18,Female,Computer Science,3,Kerala
368,21,Female,Economics,2,Uttar Pradesh
369,21,Male,Environmental Science,3,Delhi
370,23,Male,Economics,4,Karnataka
371,21,Male,Economics,1,Tamil Nadu
372,24,Male,Chemistry,2,Madhya Pradesh
373,24,Male,Mathematics,2,Gujarat
374,18,Female,Mathematics,2,Maharashtra
375,18,Male,Biology,1,Rajasthan
376,18,Male,Electrical Engineering,2,West Bengal
377,21,Male,Mechanical Engineering,4,Rajasthan
378,25,Male,Environmental Science,4,Rajasthan
379,21,Female,Environmental Science,1,Rajasthan
380,19,Female,Environmental Science,4,West Bengal
381,18,Male,Mechanical Engineering,2,Tamil Nadu
382,18,Male,Chemistry,3,Tamil Nadu
383,23,Female,Civil Engineering,2,Karnataka
384,25,Female,Mathematics,4,Tamil Nadu
385,21,Male,Economics,2,Rajasthan
386,21,Male,Mathematics,1,Madhya Pradesh
387,18,Female,Chemistry,3,Rajasthan
388,19,Female,Chemistry,1,Madhya Pradesh
389,19,Female,Biology,4,Maharashtra
390,23,Male,Civil Engineering,2,West Bengal
391,18,Female,Mechanical Engineering,2,Madhya Pradesh
392,22,Female,Civil Engineering,4,Tamil Nadu
393,25,Female,Civil Engineering,3,Kerala
394,18,Male,Physics,1,West Bengal
395,23,Male,Electrical Engineering,3,Uttar Pradesh
396,21,Male,Economics,3,Tamil Nadu
397,21,Female,Physics,4,Tamil Nadu
398,19,Male,Mechanical Engineering,2,Maharashtra
399,19,Male,Chemistry,2,West Bengal
400,21,Male,Mechanical Engineering,3,Uttar Pradesh
401,20,Male,Biology,1,Gujarat
402,21,Female,Mechanical Engineering,4,West Bengal
403,24,Female,Civil Engineering,2,Madhya Pradesh
404,20,Female,Civil Engineering,3,Uttar Pradesh
405,20,Male,Mathematics,3,Maharashtra
406,20,Male,Computer Science,2,Tamil Nadu
407,20,Female,Civil Engineering,3,Tamil Nadu
408,21,Female,Chemistry,2,Gujarat
409,19,Female,Economics,3,Rajasthan
410,21,Male,Mechanical Engineering,1,Gujarat
411,20,Male,Mathematics,3,Maharashtra
412,25,Male,Computer Science,1,Madhya Pradesh
413,24,Female,Biology,1,West Bengal
414,20,Female,Civil Engineering,2,Delhi
415,18,Male,Civil Engineering,2,Tamil Nadu
416,24,Male,Computer Science,2,Rajasthan
417,25,Male,Environmental Science,3,Tamil Nadu
418,23,Female,Biology,3,Madhya Pradesh
419,19,Female,Mechanical Engineering,2,Maharashtra
420,18,Male,Physics,2,Madhya Pradesh
421,25,Male,Computer Science,2,Madhya Pradesh
422,20,Female,Environmental Science,4,Tamil Nadu
423,19,Male,Physics,4,Karnataka
424,23,Female,Chemistry,3,Karnataka
425,22,Male,Economics,1,Madhya Pradesh
426,22,Female,Physics,3,Uttar Pradesh
427,25,Male,Mathematics,2,Rajasthan
428,25,Female,Civil Engineering,3,Uttar Pradesh
429,22,Male,Physics,4,Uttar Pradesh
430,23,Female,Economics,3,Karnataka
431,22,Male,Mechanical Engineering,1,Delhi
432,21,Male,Biology,2,Kerala
433,21,Female,Electrical Engineering,4,Gujarat
434,24,Female,Environmental Science,2,Madhya Pradesh
435,24,Female,Biology,4,Karnataka
436,19,Female,Civil Engineering,2,Tamil Nadu
437,24,Male,Electrical Engineering,1,Uttar Pradesh
438,18,Female,Computer Science,3,Karnataka
439,24,Male,Chemistry,3,Maharashtra
440,22,Female,Economics,3,Delhi
441,22,Male,Chemistry,2,Delhi
442,23,Male,Environmental Science,1,Gujarat
443,21,Female,Electrical Engineering,3,Maharashtra
444,19,Female,Mechanical Engineering,1,Maharashtra
445,25,Female,Biology,4,Karnataka
446,21,Male,Mathematics,4,Delhi
447,18,Female,Mathematics,3,Tamil Nadu
448,25,Female,Economics,2,Madhya Pradesh
449,23,Female,Physics,2,Gujarat
450,24,Female,Environmental Science,1,Gujarat
451,20,Male,Economics,2,Madhya Pradesh
452,19,Male,Economics,1,Rajasthan
453,23,Male,Biology,1,Rajasthan
454,22,Female,Environmental Science,3,West Bengal
455,19,Male,Civil Engineering,1,Kerala
456,21,Male,Computer Science,4,Rajasthan
457,23,Male,Economics,3,Uttar Pradesh
458,21,Male,Electrical Engineering,2,Kerala
459,21,Male,Environmental Science,3,Kerala
460,19,Female,Mechanical Engineering,2,Gujarat
461,25,Female,Chemistry,4,Delhi
462,20,Male,Physics,1,Maharashtra
463,21,Female,Economics,3,Madhya Pradesh
464,22,Male,Economics,1,Karnataka
465,25,Female,Civil Engineering,4,Delhi
466,24,Female,Biology,1,Uttar Pradesh
467,18,Male,Environmental Science,1,Tamil Nadu
468,18,Male,Computer Science,3,Maharashtra
469,21,Female,Computer Science,3,Karnataka
470,19,Female,Computer Science,2,Tamil Nadu
471,18,Male,Computer Science,4,West Bengal
472,20,Male,Economics,3,Gujarat
473,25,Male,Mechanical Engineering,2,Rajasthan
474,20,Female,Biology,2,Gujarat
475,23,Male,Physics,1,West Bengal
476,18,Female,Environmental Science,2,Maharashtra
477,22,Male,Chemistry,3,Tamil Nadu
478,21,Female,Chemistry,1,Madhya Pradesh
479,21,Male,Physics,4,Madhya Pradesh
480,23,Female,Economics,3,Tamil Nadu
481,23,Male,Biology,4,Tamil Nadu
482,20,Female,Electrical Engineering,3,Madhya Pradesh
483,21,Female,Mathematics,4,Maharashtra
484,20,Female,Mechanical Engineering,4,Tamil Nadu
485,23,Female,Chemistry,1,West Bengal
486,20,Male,Economics,1,West Bengal
487,25,Male,Mathematics,3,West Bengal
488,22,Male,Computer Science,2,Karnataka
489,24,Female,Computer Science,1,West Bengal
490,23,Female,Mathematics,3,Maharashtra
491,25,Male,Environmental Science,3,Uttar Pradesh
492,18,Female,Electrical Engineering,1,Uttar Pradesh
493,23,Male,Environmental Science,1,Rajasthan
494,24,Male,Chemistry,3,Delhi
495,23,Male,Environmental Science,2,Gujarat
496,18,Male,Civil Engineering,1,Gujarat
497,25,Female,Economics,4,Karnataka
498,21,Male,Computer Science,2,Delhi
499,24,Male,Mechanical Engineering,3,Delhi
500,22,Male,Chemistry,1,Madhya Pradesh
501,18,Female,Civil Engineering,3,Karnataka
502,25,Female,Electrical Engineering,4,Kerala
503,21,Female,Computer Science,1,Madhya Pradesh
504,21,Male,Mechanical Engineering,2,Rajasthan
505,24,Female,Electrical Engineering,2,Kerala
506,24,Male,Physics,2,Delhi
507,24,Male,Physics,1,Maharashtra
508,19,Male,Biology,3,Rajasthan
509,23,Male,Physics,2,Maharashtra
510,20,Male,Environmental Science,2,Rajasthan
511,21,Male,Electrical Engineering,1,Tamil Nadu
512,21,Female,Biology,2,West Bengal
513,24,Male,Civil Engineering,1,Gujarat
514,22,Male,Mathematics,2,Gujarat
515,21,Female,Civil Engineering,4,Delhi
516,23,Male,Electrical Engineering,3,Gujarat
517,22,Male,Economics,2,Madhya Pradesh
518,22,Female,Biology,1,Karnataka
519,23,Female,Environmental Science,1,Tamil Nadu
520,21,Male,Electrical Engineering,1,Delhi
521,22,Male,Mechanical Engineering,2,Maharashtra
522,21,Male,Civil Engineering,1,Delhi
523,23,Female,Economics,1,Kerala
524,23,Male,Mathematics,3,Delhi
525,20,Female,Economics,4,Madhya Pradesh
526,23,Male,Mathematics,2,Gujarat
527,18,Female,Economics,4,Tamil Nadu
528,24,Male,Physics,3,Madhya Pradesh
529,23,Male,Mathematics,4,Gujarat
530,18,Female,Chemistry,2,Uttar Pradesh
531,18,Male,Chemistry,1,Rajasthan
532,19,Male,Biology,3,Tamil Nadu
533,24,Female,Physics,3,Rajasthan
534,25,Female,Economics,3,Rajasthan
535,24,Male,Mathematics,1,Madhya Pradesh
536,21,Male,Mathematics,2,Delhi
537,20,Male,Biology,1,Kerala
538,21,Male,Computer Science,1,Maharashtra
539,19,Male,Physics,1,West Bengal
540,19,Female,Mathematics,1,West Bengal
541,23,Male,Physics,4,Delhi
542,20,Female,Electrical Engineering,4,Uttar Pradesh
543,20,Female,Physics,4,Delhi
544,24,Male,Physics,3,Rajasthan
545,19,Female,Chemistry,4,Gujarat
546,21,Male,Economics,3,Delhi
547,21,Female,Environmental Science,1,Kerala
548,20,Female,Environmental Science,2,Delhi
549,24,Female,Biology,3,Uttar Pradesh
550,19,Female,Computer Science,2,Kerala
551,22,Female,Environmental Science,2,Delhi
552,20,Male,Physics,4,West Bengal
553,19,Female,Biology,3,Madhya Pradesh
554,24,Male,Physics,1,West Bengal
555,21,Male,Economics,3,West Bengal
556,20,Female,Economics,3,Rajasthan
557,21,Female,Physics,4,Delhi
558,21,Male,Chemistry,4,Rajasthan
559,19,Female,Economics,3,West Bengal
560,20,Male,Electrical Engineering,4,Rajasthan
561,21,Female,Computer Science,4,Uttar Pradesh
562,18,Female,Civil Engineering,3,Rajasthan
563,25,Male,Computer Science,4,Madhya Pradesh
564,23,Female,Environmental Science,3,Delhi
565,19,Male,Physics,4,Delhi
566,18,Female,Electrical Engineering,1,Kerala
567,24,Female,Civil Engineering,2,Delhi
568,20,Male,Environmental Science,1,Uttar Pradesh
569,24,Male,Mathematics,1,Rajasthan
570,22,Male,Chemistry,1,Karnataka
571,20,Male,Physics,4,Rajasthan
572,18,Male,Civil Engineering,1,Rajasthan
573,18,Female,Economics,3,Uttar Pradesh
574,25,Male,Environmental Science,2,Tamil Nadu
575,19,Female,Chemistry,3,Madhya Pradesh
576,23,Female,Computer Science,3,Tamil Nadu
577,21,Female,Environmental Science,4,Delhi
578,20,Female,Chemistry,3,Tamil Nadu
579,22,Female,Mathematics,1,Tamil Nadu
580,22,Male,Environmental Science,2,West Bengal
581,24,Male,Computer Science,2,Tamil Nadu
582,22,Male,Biology,1,Tamil Nadu
583,19,Male,Chemistry,4,Tamil Nadu
584,23,Male,Mathematics,2,Uttar Pradesh
585,25,Male,Economics,4,Delhi
586,18,Male,Mechanical Engineering,4,Kerala
587,20,Male,Economics,4,West Bengal
588,25,Female,Computer Science,3,Delhi
589,23,Male,Mathematics,2,Uttar Pradesh
590,25,Male,Mechanical Engineering,3,Tamil Nadu
591,25,Female,Computer Science,2,Kerala
592,24,Female,Mechanical Engineering,1,Gujarat
593,20,Male,Mechanical Engineering,3,Rajasthan
594,19,Female,Civil Engineering,1,Maharashtra
595,23,Female,Economics,1,Rajasthan
596,23,Female,Chemistry,4,Madhya Pradesh
597,22,Female,Electrical Engineering,2,Tamil Nadu
598,18,Male,Civil Engineering,2,Maharashtra
599,24,Male,Chemistry,4,Karnataka
600,22,Male,Computer Science,3,West Bengal
601,25,Male,Environmental Science,2,Karnataka
602,19,Female,Civil Engineering,1,Maharashtra
603,24,Female,Economics,1,West Bengal
604,20,Male,Chemistry,4,Maharashtra
605,22,Female,Biology,1,Karnataka
606,24,Male,Environmental Science,3,Kerala
607,19,Male,Civil Engineering,3,Karnataka
608,19,Female,Physics,4,Delhi
609,20,Male,Mathematics,1,Kerala
610,24,Female,Physics,2,Kerala
611,25,Male,Chemistry,2,Kerala
612,24,Female,Biology,1,Gujarat
613,22,Male,Civil Engineering,1,Karnataka
614,25,Male,Electrical Engineering,4,Kerala
615,19,Female,Physics,4,Karnataka
616,20,Female,Chemistry,1,Rajasthan
617,25,Female,Electrical Engineering,2,Madhya Pradesh
618,25,Male,Mathematics,3,Madhya Pradesh
619,20,Female,Biology,1,Kerala
620,21,Male,Mechanical Engineering,4,West Bengal
621,19,Female,Computer Science,2,Rajasthan
622,24,Male,Mechanical Engineering,3,Kerala
